Suburb,Address,Rooms,Type,Price,Method,SellerG,Date,Distance,Week,CPI,LastCPI,Distance2
Sunshine,34 Matthews St,3,h,950000,SP,Jas,15-10-2016,12.6,38,108.6,108.2,12.9
Templestowe Lower,40 Dellfield Dr,5,h,950000,PI,Barry,10-09-2016,13.8,33,108.6,108.2,17.5
Yarraville,25 Norfolk St,3,h,950000,SP,Village,16-04-2016,7,12,108.2,108.4,8.5
Ormond,2/31 Malane St,2,u,950000,S,Gary,10-12-2016,11.8,46,109.4,108.6,15
Strathmore Heights,5 Lockheed St,4,h,950000,S,Nelson,22-05-2016,12.5,17,108.2,108.4,13.6
Seaholme,1 Seaholme Av,5,h,950000,VB,Greg,07-05-2016,12.7,15,108.2,108.4,17.8
Coburg,11 Vincent St,3,h,951000,SP,Nelson,27-11-2016,7.8,44,108.6,108.2,10.5
Richmond,80 Bunting St,2,h,951000,S,hockingstuart,16-07-2016,2.6,25,108.2,108.4,6.8
Yarraville,42 Eirene St,2,h,951000,S,Sweeney,25-02-2017,7,57,109.4,108.6,10.5
Hampton East,17 Wishart St,3,h,952000,S,Hodges,12-11-2016,14.5,42,108.6,108.2,16.4
Coburg,16 Linda St,2,h,953000,S,Jellis,06-08-2016,7.8,28,108.6,108.2,10.2
Essendon,95 Bradshaw St,2,h,953000,S,Nelson,28-08-2016,8,31,108.6,108.2,16.5
Yallambie,36 Longacres Rd,4,h,953000,S,Fletchers,15-10-2016,15,38,108.6,108.2,18.1
Abbotsford,196 Nicholson St,3,h,955000,S,Collins,17-09-2016,2.5,34,108.6,108.2,4.2
Ascot Vale,70 Munro St,3,h,955000,S,Brad,14-05-2016,5.9,16,108.2,108.4,7
Ashburton,1/17 Ashburn Gr,3,t,955000,S,Buxton,03-12-2016,11,45,109.4,108.6,14
Brunswick,87 Hope St,3,t,955000,S,Nelson,11-02-2017,5.2,55,109.4,108.6,6.2
Brunswick West,64 Pearson St,3,h,955000,S,hockingstuart,07-05-2016,5.9,15,108.2,108.4,6.4
Coburg,43 Ohea St,4,h,955000,S,Nelson,03-12-2016,7.8,45,109.4,108.6,11.9
Elwood,6/57 Ormond Esp,2,u,955000,S,Chisholm,04-03-2017,7.7,58,109.4,108.6,9.9
Essendon,118a Ogilvie St,3,t,955000,S,Barry,10-09-2016,8,33,108.6,108.2,16
Fairfield,208 Bastings St,3,h,955000,S,Jellis,17-09-2016,5.8,34,108.6,108.2,8.2
Kew,2/78 Studley Park Rd,3,u,955000,S,Marshall,25-02-2017,5.6,57,109.4,108.6,6.4
Pascoe Vale,16 Stennis St,4,h,955000,S,Nelson,04-03-2017,9.9,58,109.4,108.6,13.1
Richmond,3/26 Gordon St,2,t,955000,S,Jellis,15-10-2016,2.6,38,108.6,108.2,4.5
Seddon,27 thomson St,2,h,955000,SP,Jas,19-11-2016,6.6,43,108.6,108.2,8.5
South Yarra,8/44 Murphy St,1,u,955000,PI,Williams,10-12-2016,3.3,46,109.4,108.6,4.8
Yarraville,9 Pearce St,3,h,955000,S,Jellis,16-04-2016,7,12,108.2,108.4,10.8
Yarraville,9/11 Berry St,3,h,955000,S,Village,24-09-2016,7,35,108.6,108.2,7.4
Burwood,3/14 Havelock St,3,t,956000,S,Buxton,11-02-2017,11.7,55,109.4,108.6,16.3
Hawthorn,1/185 Auburn Rd,3,u,956000,S,Jellis,07-11-2016,4.6,41,108.6,108.2,11.4
Moonee Ponds,15 Orford St,2,h,956000,SP,Nelson,27-06-2016,6.9,22,108.2,108.4,7.8
Flemington,114 Shields St,2,h,957000,SP,Nelson,22-05-2016,4.4,17,108.2,108.4,4.5
Brunswick East,15 Ethel St,2,h,957000,S,Nelson,22-05-2016,4.5,17,108.2,108.4,5.3
Carlton,24 Pitt St,2,h,957000,S,Woodards,30-07-2016,1.8,27,108.2,108.4,2.9
Doncaster,30 Winbrook Ct,3,h,958000,S,Parkes,18-06-2016,13.9,21,108.2,108.4,17.9
Templestowe Lower,53 Eucalypt Av,4,h,958000,S,Barry,13-08-2016,13.8,29,108.6,108.2,17.5
Airport West,89 Bowes Av,4,h,960000,S,Barry,06-08-2016,13.5,28,108.6,108.2,15.1
Airport West,45 Laurence Av,4,h,960000,S,Nelson,06-08-2016,13.5,28,108.6,108.2,14.8
Altona North,80A Hansen St,4,h,960000,S,Sweeney,04-03-2017,11.1,58,109.4,108.6,12.4
Ascot Vale,33 Dalgety Dr,3,h,960000,S,Walshe,10-12-2016,5.9,46,109.4,108.6,7.2
Brighton,640B Hampton St,2,t,960000,S,Hodges,10-12-2016,11.2,46,109.4,108.6,14.8
Essendon,76 Ogilvie St,3,h,960000,S,Brad,04-03-2017,8,58,109.4,108.6,16.7
Kensington,70 Hardiman St,2,h,960000,S,Nelson,08-10-2016,4.2,37,108.6,108.2,3.8
Kensington,25 Chelmsford St,2,h,960000,S,Brad,26-07-2016,4.2,26,108.2,108.4,4
Malvern East,48 The Boulevard,3,h,960000,S,Johnston,25-02-2017,11.2,57,109.4,108.6,17.4
Moorabbin,1 Rhonda Ct,3,h,960000,S,Ray,19-11-2016,14.6,43,108.6,108.2,18.4
Niddrie,8 Rutland St,3,h,960000,PI,Barry,30-07-2016,11.2,27,108.2,108.4,15
Northcote,43 Bird Av,2,h,960000,PI,Jellis,27-11-2016,5.5,44,108.6,108.2,7.4
Pascoe Vale,12 Coane St,3,h,960000,S,hockingstuart,25-02-2017,9.9,57,109.4,108.6,13.1
Pascoe Vale,130 Essex St,3,h,960000,S,Brad,28-08-2016,9.9,31,108.6,108.2,12.5
Rosanna,20 Jones Cr,4,h,960000,VB,Nelson,03-12-2016,11.4,45,109.4,108.6,16.6
Strathmore,7 Colclough Ct,5,h,960000,VB,Nelson,27-06-2016,9.7,22,108.2,108.4,12.9
Viewbank,4 The Glade,3,h,960000,S,Miles,03-09-2016,13.8,32,108.6,108.2,19.3
Williamstown,166 Cecil St,3,h,960000,SP,Gunn&Co,27-06-2016,8,22,108.2,108.4,12.7
Yarraville,60 Adeney St,3,h,960000,S,Sweeney,04-03-2017,7,58,109.4,108.6,10.7
Yarraville,1/11 Goulburn St,2,h,960000,S,Village,04-03-2017,7,58,109.4,108.6,7.8
Kingsville,92 Empress Av,3,h,960000,S,Village,03-12-2016,7.8,45,109.4,108.6,9
Glen Huntly,4/9 MacKay Av,3,h,960000,S,Rodney,08-10-2016,10.4,37,108.6,108.2,15.2
Heidelberg West,9 Ambon Ct,3,h,961000,S,Nelson,28-05-2016,9.4,18,108.2,108.4,17.5
Kensington,47 Barnett St,3,h,961000,S,Jellis,07-05-2016,4.2,15,108.2,108.4,4.2
Maribyrnong,28 Hillside Cr,4,h,961000,S,Brad,04-03-2017,8.7,58,109.4,108.6,10.8
Moonee Ponds,151b Park St,3,h,961000,PI,Rendina,27-06-2016,6.9,22,108.2,108.4,8.8
Richmond,435 Punt Rd,3,h,961000,S,Biggin,17-09-2016,2.6,34,108.6,108.2,3.6
Abbotsford,17/1 Abbot St,3,t,962000,SP,Jellis,25-02-2017,2.5,57,109.4,108.6,4.6
Ivanhoe,3/123 Waterdale Rd,3,t,962000,S,Miles,04-03-2017,7.9,58,109.4,108.6,10.8
Newport,45 Milford St,3,t,962000,S,Village,03-12-2016,8.4,45,109.4,108.6,13.2
Newport,22 Mirls St,2,h,962000,S,Village,08-10-2016,8.4,37,108.6,108.2,12.5
Preston,35a Austral Av,3,h,962000,S,Nelson,10-09-2016,8.8,33,108.6,108.2,9.4
Ashwood,2/2 Heather Av,3,t,964000,S,Tim,27-06-2016,12.2,22,108.2,108.4,16.7
Altona North,10 Murphy St,4,h,965000,SP,Gunn&Co,15-10-2016,11.1,38,108.6,108.2,14.6
Ascot Vale,2 The Parade,2,h,965000,S,Nelson,10-12-2016,5.9,46,109.4,108.6,6.2
Ascot Vale,10 Ayr St,3,h,965000,S,Alexkarbon,28-08-2016,5.9,31,108.6,108.2,5.1
Bentleigh East,20 Normdale Rd,3,h,965000,S,hockingstuart,07-05-2016,13.9,15,108.2,108.4,22.5
Bentleigh East,5a Cavalier St,3,t,965000,S,Buxton,24-09-2016,13.9,35,108.6,108.2,19.8
Chadstone,1/19 Warrina St,4,t,965000,SP,Buxton,17-09-2016,13.6,34,108.6,108.2,18.7
Elsternwick,12 Rusden St,3,h,965000,PI,Biggin,10-12-2016,8.5,46,109.4,108.6,10
Essendon,4/26 Richardson St,3,t,965000,S,Frank,18-06-2016,8,21,108.2,108.4,10.4
Parkville,14 Carrangall Pl,3,h,965000,SP,Woodards,28-08-2016,2.6,31,108.6,108.2,4.8
Preston,216 Gower St,3,h,965000,S,hockingstuart,07-11-2016,8.8,41,108.6,108.2,12.1
Richmond,8 Neptune St,2,h,965000,S,Biggin,22-08-2016,2.6,30,108.6,108.2,4.4
Seddon,16 Margaret St,3,h,965000,S,Jas,16-04-2016,6.6,12,108.2,108.4,7.5
Seddon,3 South St,3,h,965000,S,Williams,27-06-2016,6.6,22,108.2,108.4,7.2
South Yarra,4/38 MacFarlan St,2,u,965000,S,hockingstuart,03-12-2016,3.3,45,109.4,108.6,5.1
Williamstown,5 Ellery La,3,t,965000,S,Sweeney,25-02-2017,8,57,109.4,108.6,15.5
Yarraville,5 Highgate St,3,h,966000,S,JMRE,27-11-2016,7,44,108.6,108.2,10.7
Coburg,6 Hardwick St,3,h,967000,S,Nelson,25-02-2017,7.8,57,109.4,108.6,7.6
West Footscray,45 Hansen St,3,h,967000,S,Jas,10-12-2016,8.2,46,109.4,108.6,9
Carnegie,68 Miller St,2,h,967500,S,hockingstuart,06-08-2016,11.4,28,108.6,108.2,15.6
Glen Iris,1/9 Myrniong St,3,h,967500,S,Marshall,07-11-2016,9.2,41,108.6,108.2,14.1
Ashburton,3/75 Victory Bvd,3,t,968000,S,Jellis,18-06-2016,11,21,108.2,108.4,15.1
Reservoir,33 Shand Rd,2,h,968000,S,Love,25-02-2017,11.2,57,109.4,108.6,15.2
Oakleigh,2/34 Queens Av,3,u,969000,S,Buxton,12-11-2016,14,42,108.6,108.2,18.5
Abbotsford,82/84 Trenerry Cr,2,u,970000,SP,Biggin,28-05-2016,2.5,18,108.2,108.4,4.8
Airport West,20 Creswell Av,3,h,970000,S,Barry,14-05-2016,13.5,16,108.2,108.4,14.7
Altona North,84 May St,4,h,970000,S,Greg,25-02-2017,11.1,57,109.4,108.6,13.9
Ascot Vale,120 Epsom Rd,3,h,970000,S,Brad,07-05-2016,5.9,15,108.2,108.4,6.9
Ascot Vale,6 McCully St,3,h,970000,S,Nelson,30-07-2016,5.9,27,108.2,108.4,6
Bentleigh East,16a Daphne St,3,t,970000,VB,hockingstuart,28-05-2016,13.9,18,108.2,108.4,22.3
Brunswick West,16 Bakers Pde,4,h,970000,PI,Nelson,30-07-2016,5.9,27,108.2,108.4,8.4
Carnegie,1/108 Truganini Rd,3,t,970000,PI,Marshall,14-05-2016,11.4,16,108.2,108.4,15.3
Coburg North,2 Carr St,3,h,970000,S,Jellis,27-11-2016,9.2,44,108.6,108.2,13.3
Keilor East,7 Neville St,4,h,970000,S,Nelson,10-12-2016,12.8,46,109.4,108.6,17.8
Kew,2/28 Wimba Av,3,u,970000,S,Jellis,03-09-2016,5.6,32,108.6,108.2,9.6
Newport,91 High St,4,h,970000,S,Greg,16-04-2016,8.4,12,108.2,108.4,11
Niddrie,47 Carrington Rd,3,u,970000,S,Nelson,12-11-2016,11.2,42,108.6,108.2,15.1
Pascoe Vale,109 Derby St,4,h,970000,S,Nelson,16-04-2016,9.9,12,108.2,108.4,11
Seddon,14 Pole St,3,h,970000,S,Jas,03-12-2016,6.6,45,109.4,108.6,7
Seddon,32 Walter St,4,h,970000,VB,Jas,23-04-2016,6.6,13,108.2,108.4,7
Templestowe Lower,73 Chalon Av,5,h,970000,PI,Barry,28-05-2016,13.8,18,108.2,108.4,18.1
Thornbury,92 Speight St,2,h,970000,S,Barry,12-06-2016,6.5,20,108.2,108.4,9.6
Viewbank,32 Fran Cr,3,h,970000,S,Miles,17-09-2016,13.8,34,108.6,108.2,17.2
Yarraville,75 Ballard St,4,h,970000,PI,Village,27-06-2016,7,22,108.2,108.4,12
Brunswick East,54 Victoria St,2,h,970000,S,Nelson,27-06-2016,4.5,22,108.2,108.4,5.8
Essendon West,2/45 Hoffmans Rd,3,t,970000,PI,Barry,24-09-2016,9.8,35,108.6,108.2,16.8
Murrumbeena,1/23 Rosella St,3,h,970000,S,Thomson,28-05-2016,12.1,18,108.2,108.4,19.5
Ascot Vale,98 Epsom Rd,3,h,971000,SP,Nelson,04-06-2016,5.9,19,108.2,108.4,7
Preston,103 Raglan St,3,h,971000,S,Jellis,15-10-2016,8.8,38,108.6,108.2,11.3
Rosanna,21 Darvall St,2,h,971000,S,Miles,04-06-2016,11.4,19,108.2,108.4,14.4
Altona North,9 Begonia Av,5,h,972000,S,Sweeney,17-09-2016,11.1,34,108.6,108.2,14.1
Thornbury,6 Martin St,2,h,972000,S,Jellis,26-07-2016,6.5,26,108.2,108.4,8.5
Kew,2/147 Willsmere Rd,3,h,972500,S,Jellis,16-04-2016,5.6,12,108.2,108.4,8.9
Ormond,2/3 Coane St,3,u,973000,SP,Marshall,15-10-2016,11.8,38,108.6,108.2,14.7
Doncaster,3/11 Frank St,4,t,973500,S,Ray,27-11-2016,13.9,44,108.6,108.2,18.1
Box Hill,1/14 Barkly St,4,t,975000,VB,Lindellas,15-10-2016,13.1,38,108.6,108.2,22.8
Bulleen,6a Tobruk St,3,t,975000,PI,Fletchers,04-06-2016,11.8,19,108.2,108.4,16.3
Bulleen,31 Nirvana Cr,3,h,975000,PI,Barry,14-05-2016,11.8,16,108.2,108.4,15.2
Coburg,100 Reynard St,4,h,975000,PI,Re,27-11-2016,7.8,44,108.6,108.2,10.4
Kensington,36 The Crescent,4,h,975000,S,Nelson,15-10-2016,4.2,38,108.6,108.2,6.5
Kew,46 Grandview Tce,2,h,975000,S,Jellis,28-08-2016,5.6,31,108.6,108.2,8.6
Maribyrnong,6 Londrew Ct,3,h,975000,PI,Burnham,03-12-2016,8.7,45,109.4,108.6,9.8
Moorabbin,1 Otford Cl,3,h,975000,S,Woodards,17-09-2016,14.6,34,108.6,108.2,17.7
Moorabbin,5 Bruthen St,3,h,975000,SP,Buxton,22-08-2016,14.6,30,108.6,108.2,18.2
Niddrie,21 Hamilton St,3,h,975000,S,Barry,13-08-2016,11.2,29,108.6,108.2,15.1
Northcote,19a Victoria Rd,3,h,975000,S,Barry,22-05-2016,5.5,17,108.2,108.4,7.1
Pascoe Vale,27 Quick St,4,h,975000,S,Brad,03-12-2016,9.9,45,109.4,108.6,12.6
Pascoe Vale,27 Sefton St,3,h,975000,SP,Brad,15-10-2016,9.9,38,108.6,108.2,12
Richmond,23a Dickmann St,3,t,975000,PI,Jellis,22-08-2016,2.6,30,108.6,108.2,4.4
Templestowe Lower,1 Beacon Ct,4,h,975000,S,Fletchers,19-11-2016,13.8,43,108.6,108.2,18.5
Williamstown,116a Hannan St,3,h,975000,PI,Sweeney,22-05-2016,8,17,108.2,108.4,14.5
Hawthorn East,2/60 Rathmines Rd,3,h,975000,VB,Fletchers,30-07-2016,7.5,27,108.2,108.4,12.4
Murrumbeena,1d Bute St,3,u,975000,S,Woodards,07-05-2016,12.1,15,108.2,108.4,19.7
Brunswick,14 Murdock St,3,h,976000,S,Jellis,14-05-2016,5.2,16,108.2,108.4,9.8
Bulleen,28 Kenneth St,4,h,976000,S,Barry,18-06-2016,11.8,21,108.2,108.4,14.6
Keilor East,117 Brees Rd,3,h,976000,S,Nelson,12-11-2016,12.8,42,108.6,108.2,17.7
Bentleigh East,14 Florence St,3,h,977000,S,Buxton,19-11-2016,13.9,43,108.6,108.2,21.7
Footscray,58 Wolverhampton St,4,h,977000,S,Village,03-12-2016,6.4,45,109.4,108.6,7.8
Malvern East,3/9 Tollington Av,2,u,977000,S,Marshall,26-07-2016,11.2,26,108.2,108.4,12.5
Pascoe Vale,3 Dale Av,5,h,977000,S,Brad,15-10-2016,9.9,38,108.6,108.2,10.1
Airport West,34 Moorna Dr,4,h,978000,S,Nelson,24-09-2016,13.5,35,108.6,108.2,15.4
South Yarra,503/99 River St,2,u,978500,S,hockingstuart,04-03-2017,3.3,58,109.4,108.6,5.1
Maribyrnong,3 Village Wy,4,h,979888,S,Nelson,04-03-2017,8.7,58,109.4,108.6,10.3
Albert Park,6 Brooke St,2,h,980000,S,Greg,28-05-2016,3.3,18,108.2,108.4,3.9
Altona,4 Boyd St,3,h,980000,S,Barlow,19-11-2016,13.8,43,108.6,108.2,21.4
Ashburton,2a Lancaster St,3,h,980000,VB,Fletchers,17-09-2016,11,34,108.6,108.2,15.2
Balwyn North,151 Bulleen Rd,3,h,980000,SP,Fletchers,14-05-2016,9.2,16,108.2,108.4,12.6
Brighton East,16a Billson St,2,h,980000,S,Hodges,04-06-2016,10.7,19,108.2,108.4,14.2
Bulleen,40 Riverview Tce,3,h,980000,S,Barry,04-06-2016,11.8,19,108.2,108.4,14.5
Bulleen,15 Riverview Tce,2,h,980000,S,Fletchers,18-06-2016,11.8,21,108.2,108.4,14.4
Essendon,33 Bradshaw St,3,h,980000,VB,Barry,03-12-2016,8,45,109.4,108.6,15.5
Essendon,38 Vanberg Rd,3,h,980000,S,Nelson,14-05-2016,8,16,108.2,108.4,9.2
Essendon,108 Ogilvie St,3,h,980000,S,Brad,15-10-2016,8,38,108.6,108.2,16.6
Footscray,62 Moore St,3,h,980000,S,GL,26-07-2016,6.4,26,108.2,108.4,6.3
Glenroy,15 Stanley St,3,h,980000,SP,Brad,04-03-2017,13,58,109.4,108.6,13
Malvern East,1/52 Bowen St,3,u,980000,S,Noel,03-12-2016,11.2,45,109.4,108.6,17.4
Moorabbin,10 Avon St,3,h,980000,SP,Buxton,04-03-2017,14.6,58,109.4,108.6,18
Northcote,129 Separation St,3,h,980000,S,Nelson,19-11-2016,5.5,43,108.6,108.2,8
Northcote,27 Zoe Cct,3,t,980000,S,Harrington,25-02-2017,5.5,57,109.4,108.6,6.6
Oakleigh South,9 Sumersett Av,4,h,980000,S,Buxton,10-12-2016,14.7,46,109.4,108.6,19.6
Preston,3 Avondale Rd,3,h,980000,S,Harcourts,17-09-2016,8.8,34,108.6,108.2,12.2
Preston,6 Carlisle St,3,h,980000,S,Barry,19-11-2016,8.8,43,108.6,108.2,10.6
Rosanna,28 Stanton Cr,3,h,980000,S,Miles,16-04-2016,11.4,12,108.2,108.4,17.6
Yarraville,4 Bena St,3,h,980000,S,Jas,28-05-2016,7,18,108.2,108.4,10.8
Kingsbury,46 Dunne St,3,h,980000,S,Barry,08-10-2016,12.4,37,108.6,108.2,16.5
Oakleigh South,3 Paula Ct,3,h,980500,S,McGrath,27-11-2016,14.7,44,108.6,108.2,21.3
Balaclava,1/17 Albion St,2,h,981000,S,Buxton,25-02-2017,6.6,57,109.4,108.6,9.3
Brunswick,57 Collier Cr,3,h,981000,S,Ray,08-10-2016,5.2,37,108.6,108.2,5.7
Coburg,29 Hardwick St,2,h,981000,S,Nelson,28-08-2016,7.8,31,108.6,108.2,7.8
Collingwood,6 Forest St,2,h,981000,S,Jellis,17-09-2016,1.6,34,108.6,108.2,4.8
Ivanhoe,9 Cook St,3,h,981000,S,Nelson,04-06-2016,7.9,19,108.2,108.4,11.8
Moorabbin,5 Margaret St,3,h,981000,S,Buxton,22-05-2016,14.6,17,108.2,108.4,17.5
Oakleigh South,14 Bossington St,3,h,981000,S,Buxton,03-12-2016,14.7,45,109.4,108.6,19.8
Ormond,55 Carlyon St,2,h,981000,S,C21,25-02-2017,11.8,57,109.4,108.6,14.9
Templestowe Lower,13 Alburnum Cr,3,h,982000,S,Fletchers,13-08-2016,13.8,29,108.6,108.2,17.5
Templestowe Lower,42 Glenair St,3,h,982000,S,Barry,18-06-2016,13.8,21,108.2,108.4,16.8
Carnegie,16a Blackwood St,2,u,983500,S,Thomson,22-08-2016,11.4,30,108.6,108.2,15.2
Airport West,71 Bowes Av,4,h,985000,S,Barry,15-10-2016,13.5,38,108.6,108.2,15
Albert Park,9 Durham St,1,h,985000,S,Marshall,30-07-2016,3.3,27,108.2,108.4,4.3
Brighton,30a Rooding St,2,u,985000,PI,Marshall,07-11-2016,11.2,41,108.6,108.2,12.2
Brunswick,5 Hanover St,3,h,985000,S,Jellis,22-05-2016,5.2,17,108.2,108.4,7.2
Chadstone,1/28 Cole Cr,3,t,985000,S,Buxton,27-06-2016,13.6,22,108.2,108.4,17.1
Coburg,28 Rodda St,3,h,985000,S,Jellis,27-11-2016,7.8,44,108.6,108.2,8.4
Kensington,233 Stockmans Wy,4,h,985000,SP,Rendina,12-11-2016,4.2,42,108.6,108.2,6.6
Moorabbin,10b Narooma St,3,u,985000,SP,C21,22-05-2016,14.6,17,108.2,108.4,18.3
Pascoe Vale,75 Landells Rd,3,h,985000,S,D'Aprano,16-04-2016,9.9,12,108.2,108.4,13.2
Pascoe Vale,95 Essex St,4,h,985000,SP,Ray,25-02-2017,9.9,57,109.4,108.6,12.7
Port Melbourne,130 Nott St,3,h,985000,S,Marshall,03-12-2016,3.8,45,109.4,108.6,4.2
Strathmore,22 Lamart St,4,h,985000,S,Rendina,28-05-2016,9.7,18,108.2,108.4,12.7
Brunswick East,6a Deakin St,2,t,985000,S,Jellis,24-09-2016,4.5,35,108.6,108.2,5.3
Heidelberg,18/74 Darebin St,3,u,985000,SP,Miles,04-06-2016,10.6,19,108.2,108.4,15.3
South Kingsville,69 Watt St,3,h,985000,S,Williams,12-06-2016,9.1,20,108.2,108.4,11.6
Preston,92 Gilbert Rd,2,h,986000,S,hockingstuart,22-05-2016,8.8,17,108.2,108.4,9.4
Maribyrnong,41 River St,3,h,986500,S,Biggin,08-10-2016,8.7,37,108.6,108.2,9.7
Moorabbin,14 Avon St,3,h,987000,S,Buxton,10-09-2016,14.6,33,108.6,108.2,18
Altona North,4 Prismall St,3,h,988000,S,Sweeney,22-08-2016,11.1,30,108.6,108.2,14
Brunswick West,29 Grantham St,4,h,988000,S,Nelson,19-11-2016,5.9,43,108.6,108.2,5.5
Newport,71 Hobson St,3,h,988000,SP,Jas,24-09-2016,8.4,35,108.6,108.2,10.7
Brunswick West,1 Marion Av,2,h,989000,S,Ray,12-11-2016,5.9,42,108.6,108.2,7.3
Avondale Heights,7 Landau Pl,4,h,990000,S,Moonee,24-09-2016,10.5,35,108.6,108.2,12.5
Bentleigh East,21b Northam Rd,3,t,990000,S,Buxton,03-09-2016,13.9,32,108.6,108.2,22.6
Brunswick,2 Sheffield St,3,h,990000,S,Nelson,07-11-2016,5.2,41,108.6,108.2,7.2
Brunswick,64 Henkel St,3,h,990000,S,Nelson,19-11-2016,5.2,43,108.6,108.2,6.4
Bulleen,13 Montgomery Pl,3,h,990000,PI,Barry,06-08-2016,11.8,28,108.6,108.2,14.9
Bulleen,14 Collins St,3,h,990000,PI,Barry,22-08-2016,11.8,30,108.6,108.2,15.1
Burwood,23 Monica St,3,h,990000,VB,Fletchers,17-09-2016,11.7,34,108.6,108.2,15.8
Carnegie,33b Emily St,3,h,990000,S,Ray,23-04-2016,11.4,13,108.2,108.4,15.8
Coburg,1 Shaftsbury St,4,h,990000,SP,Grantham,24-09-2016,7.8,35,108.6,108.2,9.2
Doncaster,4 Bellara St,3,h,990000,S,Barry,27-06-2016,13.9,22,108.2,108.4,19.6
Fitzroy North,28 Percy St,2,h,990000,S,Nelson,12-06-2016,3.5,20,108.2,108.4,3.4
Maribyrnong,11 Cedar Dr,5,h,990000,S,Biggin,10-12-2016,8.7,46,109.4,108.6,11.2
Moonee Ponds,82 Argyle St,3,h,990000,PI,Hodges,07-11-2016,6.9,41,108.6,108.2,8.1
North Melbourne,44 Byron St,2,h,990000,S,Nelson,15-10-2016,2.3,38,108.6,108.2,2
Northcote,124a Victoria Rd,3,h,990000,S,Barry,10-09-2016,5.5,33,108.6,108.2,8
Pascoe Vale,232 Boundary Rd,4,h,990000,S,Harcourts,10-12-2016,9.9,46,109.4,108.6,13.7
Richmond,22 Garfield St,2,h,990000,S,Biggin,10-12-2016,2.6,46,109.4,108.6,3.1
Rosanna,3/165 Mountain View Pde,3,t,990000,S,Miles,30-07-2016,11.4,27,108.2,108.4,15.1
Seddon,61 Station Rd,3,h,990000,S,Jas,12-11-2016,6.6,42,108.6,108.2,8.2
South Yarra,15/9 Darling St,2,u,990000,SA,Williams,04-03-2017,3.3,58,109.4,108.6,4.9
South Yarra,33/3 Rockley Rd,3,u,990000,S,hockingstuart,22-05-2016,3.3,17,108.2,108.4,5.9
Southbank,6/77 Dodds St,4,u,990000,S,Ray,07-05-2016,1.2,15,108.2,108.4,2.5
Templestowe Lower,157 Swanston St,4,h,990000,PI,Barry,06-08-2016,13.8,28,108.6,108.2,16.5
Flemington,20 Glance St,3,h,991000,S,Rendina,23-04-2016,4.4,13,108.2,108.4,5.1
Niddrie,5 Hamilton St,3,h,991000,S,Brad,11-02-2017,11.2,55,109.4,108.6,15
Oakleigh South,27 Beryl Av,4,h,991000,S,Woodards,03-09-2016,14.7,32,108.6,108.2,20.7
West Footscray,39 Blandford St,3,h,991000,SP,Sweeney,19-11-2016,8.2,43,108.6,108.2,9.3
Chadstone,15 Aloomba St,3,h,992000,S,Gary,15-10-2016,13.6,38,108.6,108.2,17
Newport,8 Agg St,3,h,993000,SP,Williams,22-05-2016,8.4,17,108.2,108.4,12.5
Brighton East,313 Nepean Hwy,2,h,994000,S,Buxton,25-02-2017,10.7,57,109.4,108.6,12.3
Heidelberg Heights,2 Bonar St,3,h,994000,S,Love,10-12-2016,10.5,46,109.4,108.6,16.8
Armadale,14/71 Denbigh Rd,3,u,995000,S,Marshall,03-12-2016,6.3,45,109.4,108.6,9.9
Ascot Vale,7 Dalgety Dr,3,h,995000,S,Nelson,26-07-2016,5.9,26,108.2,108.4,7.5
Ashwood,18 Teck St,2,h,995000,S,Tim,03-09-2016,12.2,32,108.6,108.2,16.4
Brunswick West,1 Culloden St,3,h,995000,S,Brad,23-04-2016,5.9,13,108.2,108.4,9
Newport,37 Alma Tce,3,h,995000,SP,Greg,07-11-2016,8.4,41,108.6,108.2,11.4
Oakleigh South,21 Hardy Ct,3,h,995000,S,Ray,08-10-2016,14.7,37,108.6,108.2,22
Preston,12a Austral Av,4,t,995000,S,Nelson,07-05-2016,8.8,15,108.2,108.4,9.2
Thornbury,37 Lewis St,3,h,995000,S,Jellis,16-04-2016,6.5,12,108.2,108.4,7.8
Reservoir,41 Cameron St,3,h,998000,S,Nelson,07-11-2016,11.2,41,108.6,108.2,11.7
Brunswick East,14 Hutchinson St,3,h,998000,S,Nelson,23-04-2016,4.5,13,108.2,108.4,5.4
Chadstone,2/14 Cole Cr,3,t,999000,S,Ray,11-02-2017,13.6,55,109.4,108.6,17.1
Collingwood,2/28 Napoleon St,2,t,999000,SP,Jellis,08-10-2016,1.6,37,108.6,108.2,3.7
Abbotsford,217 Langridge St,3,h,1000000,S,Jellis,08-10-2016,2.5,37,108.6,108.2,3.5
Albert Park,60 Brooke St,2,h,1000000,S,Cayzer,12-11-2016,3.3,42,108.6,108.2,4
Altona,5a Emu Av,4,h,1000000,S,Barlow,19-11-2016,13.8,43,108.6,108.2,21
Ascot Vale,26 Newsom St,3,h,1000000,PI,Brad,12-11-2016,5.9,42,108.6,108.2,7.8
Ascot Vale,1 East St,3,t,1000000,S,Nelson,27-11-2016,5.9,44,108.6,108.2,5.4
Bentleigh East,2a Rae St,4,t,1000000,PI,Gary,04-03-2017,13.9,58,109.4,108.6,23.4
Bentleigh East,69a Deakin St,3,h,1000000,VB,Woodards,16-04-2016,13.9,12,108.2,108.4,20.9
Bentleigh East,19 Ludwell Cr,3,h,1000000,S,Buxton,18-06-2016,13.9,21,108.2,108.4,21.5
